"customer_id","outage_sec_week","yrly_equip_failure","timely_replacements"
"C910043","12.2056","No",2
"K379082","12.20597","No",4
"J341138","12.2067","Yes",5
"D959007","12.20707","No",2
"X984575","12.2074","No",2
"E449403","12.20892","Yes",3
"H676214","12.2106","Yes",5
"O279490","12.21062","No",4
"D332841","12.21135","Yes",3
"N367856","12.21299","No",3
"A313674","12.21401","No",3
"M874750","12.21574","Yes",4
"N190581","12.2166","Yes",2
"O900811","12.21852573","No",4
"Z652933","12.2246","Yes",3
"W794512","12.22463","Yes",4
"E446263","12.22514","No",5
"O251865","12.22531","No",4
"G924469","12.22761","No",3
"R287565","12.22851","Yes",4
"L361543","12.2300724","No",3
"V300263","12.23027","No",3
"O930073","12.23066","Yes",2
"B269098","12.2307","Yes",3
"S627734","12.23081","No",7
"W487861","12.232234","No",2
"N527948","12.23484","Yes",3
"J223354","12.23589","No",5
"X618114","12.236238","No",4
"B982853","12.23706","No",4
"U821939","12.23746964","No",3
"I309319","12.23929","Yes",4
"E78840","12.24034","No",4
"G736869","12.24189","No",4
"H738392","12.24262","No",3
"S199014","12.24576","Yes",5
"M771410","12.24838","Yes",3
"Y546738","12.24849045","No",4
"O808338","12.24888394","No",2
"L877029","12.24905","No",2
"H429618","12.25073","No",3
"P811960","12.2507651","No",2
"P314871","12.25094","Yes",2
"N919727","12.25181","Yes",4
"J944618","12.25402","No",3
"K322836","12.2544","No",5
"K171239","12.25489","No",5
"V289484","12.25637","No",4
"E229160","12.25736","No",4
"D888294","12.25739","No",3
"I493615","12.25941","Yes",2
"I787322","12.25982132","No",4
"T115827","12.26166","No",4
"J974076","12.26177","Yes",3
"T157033","12.26333","No",3
"U859222","12.26505","Yes",2
"C28930","12.26691686","No",4
"K639306","12.2679124","No",5
"S704223","12.27023","No",3
"I622745","12.27053","No",3
"C744511","12.27148","Yes",3
"D654440","12.27167","Yes",4
"R800834","12.27234","No",4
"F648241","12.27326","No",2
"L623504","12.27450189","No",4
"L700603","12.27527","No",4
"A125688","12.27786817","No",4
"K402892","12.27876","No",4
"T606858","12.27912","No",3
"L766709","12.27991447","No",4
"R566470","12.28017","Yes",2
"N321214","12.28145524","No",4
"S431288","12.28484802","No",3
"X960330","12.2870805","No",3
"G516698","12.28782","No",4
"H126929","12.2879","No",3
"L60718","12.29021","No",5
"N563417","12.29069","Yes",4
"P742927","12.29165611","Yes",4
"K376911","12.29278948","No",4
"B66821","12.29288","No",4
"J684160","12.29322885","No",4
"B918969","12.29361","No",3
"B789652","12.29465","Yes",3
"E975865","12.2946551","No",4
"Q690485","12.29903","Yes",4
"S753119","12.30036","No",4
"V946663","12.30379","Yes",4
"Q613302","12.30708","No",4
"M843500","12.30730362","Yes",4
"Q675589","12.30736","Yes",4
"B639946","12.30949","Yes",2
"V929238","12.31061","Yes",4
"H155905","12.31332","Yes",3
"K182811","12.31779","No",2
"W986721","12.32015","No",3
"V838957","12.32023424","Yes",4
"Q955462","12.32574","Yes",4
"A753189","12.32696","No",2
"R68561","12.32784","No",6
"U880816","12.32892","No",4
"Z112130","12.32894","Yes",3
"Q982792","12.33031848","Yes",5
"H361743","12.33102","No",3
"O697874","12.33405","Yes",2
"O560903","12.33669","No",2
"M336127","12.33741082","Yes",3
"H203586","12.33937","Yes",3
"X106926","12.34002007","Yes",3
"P752095","12.3404636","No",5
"T526594","12.34162424","No",2
"V847401","12.34250072","Yes",2
"Q704854","12.34344","No",3
"Q527467","12.34399","No",2
"X00601","12.34578","Yes",2
"J620144","12.34646","Yes",2
"M659677","12.35108","No",4
"K377483","12.35356432","Yes",3
"I114622","12.35416052","No",1
"E651305","12.35525457","No",4
"O958151","12.35651","Yes",2
"Q11232","12.35760773","No",4
"T898999","12.35764261","No",3
"X88676","12.35944","No",4
"X10747","12.36091","No",3
"S502052","12.36111","No",4
"I117898","12.36189","No",3
"C700655","12.36243","No",2
"N502032","12.36268","No",2
"P639279","12.36724","No",3
"O683991","12.36764","Yes",4
"U747129","12.36821127","No",5
"J830447","12.36842","Yes",3
"Z690262","12.36929","No",4
"B143750","12.37071","No",3
"Z550529","12.37242269","No",4
"F327575","12.37307","Yes",3
"D547400","12.37397","Yes",4
"B733858","12.37429389","Yes",2
"O790940","12.37749","No",1
"T191083","12.37749","No",4
"B451399","12.37853","No",2
"X132040","12.37922958","Yes",5
"S214992","12.38127","Yes",3
"T997038","12.38166","Yes",3
"C726463","12.38301","No",4
"H686071","12.38401","Yes",4
"I551254","12.38576","No",3
"S655334","12.38772","No",3
"N51963","12.38804","No",2
"Z777846","12.38875","No",5
"I246752","12.38931","No",6
"I123452","12.39145","No",4
"V982691","12.3917","No",4
"T782123","12.39190153","Yes",4
"E571411","12.39276","No",2
"A511583","12.39355","No",2
"H104068","12.39438","No",4
"Z977118","12.39683","No",3
"J155263","12.39937","No",3
"L776429","12.40024","No",3
"T00191","12.40041","No",3
"P33478","12.40165307","No",3
"B481474","12.40481","Yes",3
"G898919","12.40678","Yes",4
"A516936","12.40842","No",2
"V412856","12.40857","No",3
"I916859","12.40982989","Yes",3
"W832522","12.41174","Yes",4
"R418240","12.41387","No",4
"X942031","12.4173","No",4
"Y427197","12.41943","No",3
"A103291","12.41991","No",5
"O546888","12.42061751","Yes",5
"A803107","12.42338","No",6
"I89849","12.42391","Yes",3
"J215190","12.42426","No",3
"B297001","12.42505","No",4
"O444965","12.42693","Yes",3
"T482163","12.4286","Yes",4
"P780728","12.42915","No",4
"Z661387","12.43235","No",3
"E330599","12.43301273","No",4
"G428791","12.43326","No",4
"K583451","12.43375","No",2
"T513724","12.43485","Yes",4
"H604389","12.43508","Yes",3
"W255321","12.43563329","Yes",3
"G277541","12.43606","No",4
"V507469","12.43822","Yes",2
"L575000","12.43999","No",4
"B128794","12.44411","No",4
"Z65729","12.44739","No",4
"Y561620","12.44948","No",3
"B75335","12.45079876","No",2
"D85371","12.45674","No",3
"D926198","12.45682505","No",4
"N543862","12.45757","Yes",4
"N744979","12.45803","Yes",5
"J406126","12.45955","No",5
"S677114","12.46017","Yes",5
"W87449","12.46116","Yes",3
"M899189","12.46238","No",2
"P184363","12.46312","No",2
"J112293","12.46342441","No",4
"B198899","12.46389","No",3
"S242452","12.46495","No",1
"P558309","12.46556","No",3
"V79382","12.46778","No",4
"Y53879","12.46976","Yes",3
"C125388","12.4703522","No",4
"K379806","12.47071","No",2
"H457208","12.47085","No",2
"O81996","12.47126","Yes",3
"R158965","12.47176454","No",4
"U433590","12.47288","No",3
"S812132","12.47347","Yes",2
"K284366","12.47355","Yes",5
"P106092","12.47369418","Yes",4
"B813081","12.47810556","Yes",2
"Z129976","12.47818","Yes",1
"J234948","12.47838","Yes",5
"U750518","12.48009091","No",3
"K669307","12.48017","No",3
"U588522","12.48033844","No",4
"U509405","12.48083","No",4
"L343348","12.48146","No",4
"N217934","12.48417719","No",4
"X945875","12.48448983","Yes",4
"B981530","12.4846","No",5
"N27354","12.48501","No",4
"F778893","12.48633","Yes",4
"S623345","12.48749","Yes",3
"Q154305","12.48949","No",3
"L743816","12.48971668","Yes",2
"W271686","12.49001","No",3
"Z949431","12.49043","No",4
"D479344","12.49098641","No",5
"P854487","12.49193","Yes",4
"F275266","12.49263","No",2
"R463708","12.49404","No",5
"W348398","12.49614","Yes",4
"J535647","12.49717","Yes",3
"M985747","12.50019","Yes",3
"X83659","12.50068","No",2
"K958078","12.50156","Yes",4
"B609739","12.50184778","No",3
"R03630","12.50317843","Yes",4
"N466491","12.50338","No",3
"G540903","12.50762","Yes",2
"Y494217","12.50796","Yes",4
"P872354","12.50834927","No",4
"B682234","12.50981","No",4
"Y244230","12.51012","No",4
"S587488","12.51035","No",4
"H176781","12.51140348","No",4
"P338134","12.5131","No",2
"Q345034","12.51342","No",4
"F890957","12.51371","No",2
"E596633","12.51404385","No",2
"W369474","12.51549843","No",3
"P342976","12.51589","Yes",4
"L556964","12.5176","Yes",3
"A620815","12.51805","Yes",3
"F929683","12.5181","No",4
"W477587","12.51964","No",2
"G466917","12.52141","No",3
"S775727","12.52216","Yes",5
"J519616","12.52276","No",2
"U364727","12.52296","No",4
"U385565","12.52668","Yes",3
"X361688","12.52708","Yes",3
"I38187","12.52796","No",3
"H51608","12.52841","Yes",4
"F180372","12.53304","No",5
"W129762","12.53408","Yes",2
"S690107","12.53830949","Yes",5
"D323193","12.53895","Yes",4
"B831355","12.53937","Yes",3
"U452069","12.53943","No",5
"C712292","12.54048","No",2
"A415870","12.54155","Yes",4
"K466776","12.54175","No",6
"J85140","12.54222267","No",3
"F774246","12.54574","No",4
"W909758","12.54776","No",4
"S896111","12.54780492","Yes",3
"W260869","12.54931","No",4
"Z622003","12.54974","No",4
"F679245","12.54984","No",3
"N275150","12.55052929","No",3
"R486370","12.55061484","Yes",3
"P37481","12.5508","Yes",3
"M376642","12.55174668","No",3
"V492997","12.55217","No",4
"X19182","12.55328","No",4
"Q640899","12.55339","Yes",3
"B44052","12.55644716","No",2
"W652676","12.55686","Yes",3
"Z756585","12.55721923","No",2
"O35903","12.55796","Yes",3
"S48591","12.56004","No",4
"C676642","12.56211","No",4
"B369784","12.56239","No",4
"B165487","12.56263","No",3
"E378351","12.56271","No",2
"G308571","12.56358","No",2
"S631135","12.56374","Yes",2
"X508119","12.56385","Yes",3
"Q823836","12.56449","No",4
"I74544","12.56509","Yes",4
"R493661","12.56737024","No",5
"O866592","12.57260598","No",4
"N793554","12.57357797","No",3
"Z141456","12.57414","Yes",2
"T764835","12.57676","No",3
"S583760","12.57727","No",3
"A615311","12.57747","No",4
"J227824","12.57884215","Yes",3
"N809088","12.58439","No",5
"V225599","12.58464","No",4
"O187454","12.58527236","Yes",4
"T108863","12.58586084","Yes",3
"D426377","12.58628","Yes",3
"J527231","12.58727","No",5
"D75428","12.58745","No",3
"F820783","12.58951","No",4
"K966365","12.59274","No",3
"H750600","12.59401","No",2
"B374505","12.59476","No",5
"H683825","12.59805","No",3
"X660416","12.59861","Yes",4
"T708376","12.59919","No",4
"W791203","12.60017","No",5
"S667339","12.60035","No",3
"B492262","12.60495","No",3
"J230680","12.60564","Yes",4
"H899138","12.60775","No",4
"S782248","12.60968","Yes",2
"O894158","12.61411193","No",4
"Z671295","12.61644158","No",2
"Z171654","12.61882","Yes",3
"S482304","12.62145","No",4
"N976772","12.6218555","Yes",3
"K965510","12.62228","No",5
"Q354961","12.62231","No",2
"C668339","12.62326","No",4
"F791466","12.62617","No",3
"Q441224","12.62767","Yes",3
"L368419","12.62813","No",4
"B674121","12.62845","Yes",2
"E957070","12.63006","No",4
"S450872","12.63113","No",3
"Z879032","12.63119","Yes",4
"Z944509","12.63262","No",3
"S217877","12.63277","Yes",4
"R302701","12.63304","No",3
"H319659","12.63329","Yes",1
"V354248","12.63331903","No",4
"U120690","12.63643487","No",3
"W166699","12.63743","No",4
"N340220","12.63747","No",4
"W419824","12.63827","No",1
"H593898","12.64209","No",2
"G246830","12.64257","No",5
"E30930","12.64401","No",2
"I554872","12.64941","No",3
"O235183","12.65015936","Yes",3
"Q344342","12.65309","Yes",3
"E930275","12.65398405","No",2
"B717178","12.65671","No",3
"A156547","12.65695134","No",5
"D376081","12.65954","Yes",3
"X103649","12.65971","No",3
"H368014","12.66151","Yes",5
"K465973","12.66209","No",2
"C461782","12.66401","Yes",5
"Y576054","12.6649","No",2
"V412148","12.66535","Yes",3
"X978383","12.66717474","No",4
"D621970","12.66865","No",4
"I44165","12.67033","No",4
"M184161","12.67157","No",3
"A613334","12.67159952","Yes",4
"W477705","12.67262","Yes",4
"D195797","12.67439697","Yes",5
"O953662","12.67518","No",2
"B63345","12.67534","No",3
"J627058","12.67625","No",2
"Y34832","12.67661786","Yes",3
"L731384","12.67826","Yes",3
"I693169","12.67875","No",3
"Y543283","12.67905","No",5
"U300358","12.6855","Yes",3
"L529675","12.68653","No",2
"A36623","12.68725","No",3
"S41472","12.68768","Yes",2
"L435065","12.68772","Yes",2
"C843272","12.68993","No",5
"Q291298","12.69026","No",4
"C383896","12.69031","Yes",2
"Q696354","12.69049","No",3
"S351935","12.69180844","No",2
"K509301","12.69243","No",2
"V677446","12.69531","No",1
"V211089","12.69621","No",4
"Q445599","12.69711858","Yes",4
"L116051","12.69755","Yes",4
"L09452","12.69755","No",4
"E439042","12.69971233","No",3
"P349196","12.70019","Yes",3
"Y135389","12.70325","Yes",2
"O656797","12.70422","No",4
"P133027","12.70538","No",5
"U315909","12.70547","No",4
"R958596","12.70592","Yes",4
"Y368648","12.70658","No",5
"C954172","12.70753","No",3
"N773734","12.71080854","Yes",4
"M790643","12.71107869","No",4
"Q985154","12.71148","Yes",3
"C130615","12.71615","No",1
"J342818","12.71722","No",4
"Q940233","12.7185","No",4
"F132006","12.71852","Yes",3
"P218828","12.72077056","No",4
"F799896","12.72561","No",3
"J795176","12.7259","No",2
"A822901","12.72643","No",3
"J574327","12.72846","Yes",4
"K549862","12.72884","No",2
"E638993","12.73028","No",2
"N720342","12.73072","No",4
"I250569","12.73152","No",4
"Z694986","12.73263489","Yes",4
"Y46632","12.73517485","Yes",4
"Z709323","12.73528","No",2
"R941342","12.73968","No",4
"F119249","12.73982","Yes",4
"Y827249","12.73997","No",2
"M141263","12.74004","No",4
"E260530","12.74248","No",4
"A106835","12.74256","No",4
"M244216","12.74259","No",6
"Y993038","12.74478","No",3
"G95859","12.74662948","Yes",5
"N76486","12.7476","No",3
"E66024","12.74847","No",2
"S450861","12.74847","No",2
"T802642","12.74981","No",4
"A488962","12.75014","Yes",5
"X605163","12.75083","No",4
"N466112","12.75193","No",4
"R49034","12.75213898","No",5
"F442521","12.75335","No",4
"D37619","12.75451","No",3
"Z946217","12.75765","No",2
"G824974","12.75787","No",4
"B675944","12.75802","No",4
"R293676","12.75929","No",4
"W912425","12.76234","Yes",4
"T581683","12.76255256","Yes",4
"R996865","12.76368534","Yes",3
"T976152","12.76536","Yes",5
"U469398","12.76603868","Yes",3
"S204121","12.76686","No",5
"M465754","12.767","No",5
"W630940","12.76804","Yes",3
"G759279","12.76985","No",5
"G359370","12.77224032","No",4
"B18063","12.77231","Yes",4
"J454843","12.77241","No",3
"F426265","12.77256","No",3
"W815471","12.77384","No",3
"H298416","12.77695284","No",5
"L154203","12.77867","Yes",5
"P87929","12.77923","No",4
"M856171","12.78207","No",3
"M319987","12.78383","No",4
"L521189","12.78424","No",2
"O507534","12.78434846","No",2
"Z357278","12.78548","No",4
"L93551","12.78736044","No",2
"K986985","12.78761","No",3
"I514878","12.78854","No",3
"N78759","12.7889","No",3
"V506373","12.78937","Yes",3
"T811107","12.79332","No",4
"O274996","12.79546","No",4
"V488557","12.79553","Yes",4
"X397883","12.79582565","No",4
"M868934","12.79584","No",4
"O711143","12.79698","No",4
"Q890961","12.79836","No",3
"H471461","12.79857643","No",4
"L294826","12.8013","No",2
"B376002","12.80149","No",5
"Z668723","12.80286","Yes",5
"Z236621","12.80332","Yes",3
"I283315","12.8072","No",2
"B738673","12.80754","No",2
"V548300","12.81088","No",4
"W83230","12.81224","Yes",4
"K20948","12.81260566","No",5
"F719220","12.81300692","No",2
"S689844","12.81747","Yes",3
"N531201","12.81844","Yes",3
"W279417","12.82092","No",3
"Q991854","12.8219418","Yes",5
"Z120876","12.82303","No",3
"I664975","12.82617","No",5
"B419814","12.82752","No",5
"H932507","12.82818","No",5
"V403958","12.82879","No",4
"U529658","12.83101","No",6
"T174066","12.83245","No",4
"O386511","12.83369","No",4
"B756017","12.834729","No",3
"W131154","12.83477","No",3
"H326789","12.8348374","Yes",4
"S231734","12.83502533","No",4
"O549028","12.83511","Yes",4
"G563440","12.83525","No",4
"S263090","12.83596","No",4
"K304782","12.8388","Yes",4
"C628526","12.84155","No",1
"R352582","12.84171","No",3
"F107388","12.84371","No",3
"Y608164","12.84373","Yes",4
"C980527","12.84399","No",4
"R935213","12.84461","Yes",2
"W336937","12.84477246","No",5
"L327497","12.84598904","No",2
"C515202","12.84627","No",3
"R767834","12.84779981","Yes",3
"T419838","12.84811","No",3
"Y365598","12.84944852","No",2
"Y396609","12.84976081","Yes",1
"O257034","12.85216","Yes",5
"V571379","12.85222","No",3
"K737582","12.8524","No",2
"I738876","12.85404","No",6
"X246735","12.85453","No",3
"J752914","12.85535","No",4
"K288187","12.85748","No",4
"X46834","12.85761","No",2
"K221973","12.86128","No",3
"R710663","12.86633","Yes",3
"C895790","12.86713","No",3
"T789081","12.86848","No",2
"D269899","12.87091514","No",5
"J787685","12.87227","Yes",2
"G514638","12.87327","No",3
"P218738","12.87336","No",3
"P96900","12.87371","No",5
"J93973","12.87664","No",3
"Z02519","12.87677","No",1
"M959689","12.87836","Yes",2
"O636437","12.88184","No",3
"U921662","12.88305","No",3
"Z518136","12.88345","No",2
"D225235","12.88571","No",6
"X165506","12.88705","Yes",3
"T122908","12.88716","Yes",2
"E708599","12.88774","No",5
"N523061","12.89005","Yes",2
"A795602","12.89208","No",2
"A268547","12.89447","No",2
"G977357","12.89459","No",4
"Q292404","12.89589","No",3
"S588320","12.89594","No",2
"R358950","12.89776","No",4
"Q895834","12.89791","No",3
"N315696","12.89898","No",2
"H906651","12.89979","Yes",5
"F823751","12.90071","No",4
"V492124","12.90165","Yes",4
"U838638","12.90458773","No",4
"D379784","12.90571","No",3
"U469886","12.90631","Yes",4
"O758268","12.90663","No",3
"V836362","12.9076","No",5
"I600346","12.9088807","No",5
"C200236","12.9092","Yes",4
"Q359482","12.9098","No",2
"D741982","12.91232","No",2
"T762967","12.91437","Yes",2
"Z543865","12.91472","Yes",4
"P497869","12.91539","Yes",4
"C637798","12.91854","No",3
"G578584","12.92019","Yes",2
"T539156","12.92213","No",2
"T689606","12.92303286","No",3
"D675061","12.92389","No",4
"W941239","12.92581","Yes",2
"D565518","12.92745","Yes",3
"E365087","12.92843595","No",4
"N572936","12.92975","No",2
"S632772","12.93027","No",4
"C312446","12.93123","No",5
"H306057","12.9317","No",3
"S324519","12.93227","No",2
"X572451","12.93507","Yes",4
"S719339","12.93786","Yes",2
"X59693","12.93879","No",3
"J207539","12.94031641","No",3
"V660511","12.94275","No",3
"L552248","12.94323","Yes",4
"D481847","12.94343","Yes",2
"I69199","12.94384","Yes",2
"B700580","12.94388838","No",4
"Y951338","12.94624","No",3
"K261171","12.94698","No",3
"U741276","12.94709","Yes",4
"B848374","12.94718","Yes",5
"B197030","12.94729","No",4
"N782316","12.94733","No",5
"Z215431","12.9482381","No",3
"S905756","12.9485","Yes",3
"M876427","12.9493","No",4
"Q943269","12.95024","Yes",4
"D561564","12.95729","No",4
"D77080","12.95862","Yes",3
"G231952","12.95955778","Yes",4
"L534498","12.9604","No",2
"Q691255","12.9605554","No",4
"D398300","12.96180339","No",4
"R132582","12.96235","Yes",3
"K594387","12.964","No",4
"T55820","12.96527","Yes",4
"D929506","12.96581","Yes",4
"O408818","12.96774","No",4
"A940663","12.96924","Yes",4
"X592304","12.97013","No",3
"G197856","12.97048","No",3
"H134577","12.9755","No",3
"Z757676","12.9775086","No",4
"S46702","12.97823","No",4
"Z807165","12.97906926","Yes",3
"U449108","12.97926","Yes",4
"H722651","12.97945","No",6
"C28344","12.98257","No",3
"A54539","12.98536","Yes",3
"G650313","12.98739","No",3
"B583161","12.98864","No",2
"T412362","12.98993","No",2
"R934554","12.99114","Yes",3
"M925867","12.99445","No",3
"Z514718","12.99584","No",2
"X121568","12.99932","No",4
"M379067","12.99948061","Yes",2
"V750673","13.00084","No",4
"D728533","13.00405","No",4
"A443954","13.0051","No",5
"F991691","13.00676","No",3
"Y349097","13.00811","No",5
"R470956","13.00941","Yes",5
"S894096","13.01228","Yes",4
"Y757668","13.01342","No",4
"H427572","13.01421","Yes",5
"L163543","13.01529","Yes",4
"N654093","13.01594","Yes",3
"P00575","13.01754","Yes",4
"W683622","13.01854","No",4
"K307153","13.01916","No",3
"O101585","13.02587","Yes",3
"R430129","13.02596","No",4
"T509086","13.0284","No",2
"S895247","13.03","No",4
"G999447","13.03031","Yes",4
"O744533","13.03239121","No",4
"T257204","13.03330701","No",4
"B643657","13.0338523","No",4
"Q373527","13.03399","No",3
"U325455","13.03421755","Yes",4
"K234017","13.03545","No",3
"I137232","13.03666","No",4
"M220404","13.0393","No",3
"K208350","13.03933816","Yes",4
"Q590164","13.03944","No",2
"G68954","13.0395","No",2
"F07265","13.03992","No",5
"X415208","13.04068054","Yes",5
"S894000","13.04143","No",5
"A919620","13.04317","Yes",5
"K788015","13.04395","Yes",4
"J259851","13.04428","No",3
"A889769","13.04429298","No",2
"T987467","13.0464","Yes",5
"T841767","13.04796","No",6
"A980855","13.05019837","No",4
"X14649","13.05148","No",5
"R211232","13.05308","No",4
"Y89975","13.05523","No",3
"F965908","13.05714","No",3
"P888263","13.05828","No",3
"O499021","13.05931","Yes",3
"I777737","13.05951","Yes",3
"I636534","13.06108","Yes",5
"X389757","13.06288","Yes",6
"B118954","13.06640293","Yes",5
"W26439","13.06711","No",2
"Z366435","13.06712","No",5
"D212939","13.0675","No",6
"E369828","13.07119875","Yes",3
"J374945","13.07187","Yes",4
"X167970","13.07212","Yes",4
"P172027","13.07377","No",3
"T884723","13.07612","Yes",3
"E976731","13.07965","No",3
"Y424748","13.08013867","No",4
"J767852","13.08416","No",3
"A765364","13.085","Yes",4
"G215973","13.08501","No",3
"Y40674","13.08518","No",3
"E229514","13.08571695","Yes",2
"W817328","13.08874","No",5
"N874492","13.09191109","No",3
"Z995043","13.09197","Yes",5
"B508012","13.09283","Yes",4
"L560973","13.09285","No",3
"W453618","13.09411393","Yes",4
"L393972","13.09495","Yes",3
"P92726","13.09743","No",2
"X872459","13.10202","No",4
"B852131","13.10218","Yes",4
"Y505439","13.10254","No",3
"M115442","13.10333","No",4
"Z849200","13.1051","Yes",3
"A978012","13.10561","No",2
"W679652","13.10714","No",2
"T906392","13.10764","No",3
"H906819","13.10835","No",4
"V977169","13.10857","No",5
"N683208","13.11159","No",5
"F186234","13.11179","No",5
"I783595","13.11354412","No",3
"L917070","13.11388","No",4
"F996979","13.12045068","No",4
"R506451","13.12078","No",5
"B442948","13.1215267","No",5
"O391114","13.12198645","No",3
"D234125","13.123","Yes",3
"Z826011","13.12414","No",3
"W698821","13.12639203","No",3
"B200191","13.12937988","No",2
"D694526","13.13153","Yes",3
"L04382","13.13159","Yes",3
"V559269","13.13305","No",4
"N202881","13.13329","No",3
"Y413092","13.13441554","Yes",3
"R625579","13.13879","No",3
"Y389559","13.14072","Yes",3
"X542926","13.14201","No",2
"B561835","13.14319","No",2
"A471140","13.14335","No",3
"R15145","13.14435","No",5
"N663753","13.14495","No",2
"J272172","13.14633","No",5
"O361295","13.14802","No",4
"B468086","13.15165","No",3
"S878007","13.15184","Yes",3
"U889368","13.15279","No",4
"Q311850","13.15317","No",3
"W309629","13.15573","No",3
"T565722","13.15586","Yes",5
"E818912","13.156514","No",3
"N765545","13.15703","No",1
"I173343","13.1574","No",3
"K583426","13.15864","Yes",3
"K974970","13.15969677","No",4
"M848259","13.1603","Yes",3
"I962364","13.16243","No",2
"T13306","13.1638","Yes",4
"X295143","13.16727","No",3
"D769071","13.16758","No",4
"U444790","13.17154","No",4
"L647810","13.17156155","Yes",3
"D656330","13.1717","Yes",3
"S281786","13.17201","Yes",4
"R607131","13.17617062","No",1
"P979899","13.17714","Yes",3
"L836382","13.17715","Yes",4
"G426825","13.17979","No",3
"K622900","13.18074","No",4
"M689888","13.18140871","Yes",7
"A509485","13.18151","No",4
"X435937","13.18243","No",4
"B707938","13.18526","Yes",5
"A987044","13.1858","No",3
"A385989","13.18785324","Yes",3
"G175682","13.19067","No",3
"X650749","13.19477","Yes",3
"P185978","13.19515","No",3
"S285667","13.1963","No",5
"W197728","13.19651","Yes",5
"Y626351","13.19755","Yes",5
"N38323","13.19778","Yes",3
"H411705","13.19842","No",3
"P496804","13.19849","No",4
"A551693","13.19852","Yes",4
"X473332","13.199","Yes",3
"D277330","13.1997","No",4
"D40474","13.20324","Yes",5
"M774135","13.20452","No",3
"O70963","13.20603","No",3
"X750751","13.20709","No",4
"L174354","13.21238","No",3
"Z757915","13.21491","Yes",3
"M65348","13.21498","Yes",5
"I585269","13.21732","No",4
"G311984","13.2191","No",4
"R212242","13.22236","No",3
"C533700","13.22789","Yes",3
"D832053","13.22904885","No",2
"Y465694","13.23123","No",2
"D18475","13.23246","No",3
"L142934","13.23481","No",3
"Y147099","13.23552","Yes",4
"H269415","13.23763","Yes",4
"P968345","13.23925733","Yes",4
"Z845059","13.2393","Yes",2
"I495492","13.24075","No",3
"X556365","13.24212","No",5
"U698178","13.2422","Yes",3
"B344400","13.24331","No",2
"N860253","13.24338","No",2
"T375340","13.24354261","No",5
"M95380","13.24531173","No",3
"P82698","13.24732","No",3
"L124227","13.2491569","No",4
"V122404","13.25194","Yes",5
"L912943","13.25327303","No",2
"X181596","13.25453","No",5
"J909235","13.25666082","No",3
"B882647","13.25797","No",4
"X171579","13.25877","No",3
"E376270","13.25882319","Yes",3
"F57817","13.25889","No",5
"S517271","13.25958","No",4
"A663417","13.25969872","No",4
"A985093","13.2598","No",2
"D463575","13.26049","Yes",3
"Y608563","13.26508243","Yes",3
"L263294","13.26554","No",4
"E387250","13.26643","No",3
"W901724","13.26656","Yes",3
"X732952","13.26825","No",2
"F757012","13.26881","No",2
"L257533","13.26916","No",4
"F560212","13.27431","Yes",4
"T267542","13.27478996","Yes",2
"G932654","13.27497","No",3
"Q407375","13.27497461","Yes",3
"E568576","13.27513","No",4
"B678171","13.27635","No",2
"S60448","13.27653911","Yes",4
"D736184","13.28085","No",6
"B794135","13.28231537","No",2
"A855887","13.28373","No",4
"F884375","13.28437","Yes",3
"F157997","13.28523257","No",4
"Z506619","13.28585","No",4
"Z931013","13.2872","No",3
"X451330","13.2899","Yes",3
"M283658","13.29045","No",4
"I20900","13.29065491","Yes",4
"Y330377","13.29218","No",4
"K240876","13.29232","Yes",4
"E237381","13.29565","No",3
"H153597","13.29565706","No",3
"G805398","13.29635151","No",4
"Z749357","13.29687","No",3
"F102583","13.3037367","No",3
"U202709","13.3042","Yes",3
"J141938","13.3061","No",3
"M639958","13.30768","No",3
"N241441","13.30817874","Yes",3
"S541475","13.30886","No",5
"Y411344","13.31206","No",4
"G499792","13.31326","No",3
"T495094","13.31371","No",3
"F130726","13.31380475","No",4
"B586243","13.31528474","Yes",3
"P08547","13.31601627","Yes",3
"V900234","13.31608","No",6
"Q32290","13.31611","No",5
"C162796","13.31621","No",3
"Z476597","13.31999","No",2
"Z865831","13.32082","No",5
"H750197","13.32211645","No",3
"B813556","13.32229504","No",5
"F559922","13.32245","No",5
"A756392","13.32489174","No",5
"X773584","13.32505","Yes",3
"U606583","13.3254","No",2
"U825707","13.33174","No",3
"R41832","13.33271836","No",3
"H509049","13.33597","Yes",4
"I119237","13.33611658","Yes",2
"Q820393","13.33731","No",5
"K570116","13.33737","Yes",2
"X53693","13.33801","Yes",4
"I139641","13.33839","No",2
"J476962","13.33913","No",2
"D135530","13.3429","Yes",3
"U955654","13.3432","Yes",3
"E41379","13.34556","Yes",4
"C662599","13.34580773","No",3
"S815475","13.34762525","Yes",2
"T56833","13.34793","No",4
"B118484","13.34835","No",4
"E874619","13.34913229","No",6
"V173017","13.34933","Yes",3
"A212257","13.34936","No",5
"S170981","13.34978","No",2
"K732032","13.34997","Yes",3
"Z360250","13.35296","Yes",3
"V603783","13.35351","No",2
"V313460","13.35703","Yes",4
"B387011","13.3572","Yes",3
"S386451","13.35731","No",5
"W884202","13.357551","No",3
"L430003","13.35764807","No",4
"P43520","13.35871","No",3
"S356458","13.3593","Yes",3
"Z404401","13.35951","Yes",2
"J315269","13.36027908","No",2
"W141887","13.36178","No",3
"J722234","13.36184","Yes",2
"E386213","13.36237","No",4
